story_id,story_title,grade_level,priority_score_final,priority_band,heuristic_risk_score,llm_priority,num_flags,num_skills,top_flag_types,top_flag_snippet,suggested_skills,needs_human_review,needs_human_review_skills,review_status,flags_accepted_revised,skills_accepted_revised,final_priority
fe82c19d-86a0-4b79-a550-13355513426f,The Battle Of Shiloh,7,0.975,Critical,0.75,0.6,2,6,Violence; Age Appropriateness,more than twenty three thousand casualties in total,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-006: Cause and Effect; SKILL-COMP-005: Plot and Sequence; SKILL-KNOW-006: Historical Events,False,False,Needs Review,,,
b6aa9f30-b678-11ee-980f-c9e8953bec07,Remember the Alamo (Chapter Two),6,0.975,Critical,0.3,0.7,2,7,Violence; Age Appropriateness,"the battle was lost. All the defenders, including Travis, Bowie, and Crockett, perished.",SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-006: Cause and Effect; SKILL-COMP-012: Theme; SKILL-VOCAB-001: Context Clues; SKILL-KNOW-006: Historical Events,False,False,Needs Review,,,
1f2d70e0-d02a-479d-b3f0-1776b3211d9d,The Battle Of Midway,8,0.975,Critical,0.55,0.7,3,7,Violence; Violence; Cultural Sensitivity,These pilots knew that they would die.,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-006: Cause and Effect; SKILL-COMP-008: Predictions; SKILL-KNOW-006: Historical Events; SKILL-KNOW-007: Historical Figures,False,False,Needs Review,,,
159a34be-b410-4b91-88a5-6f915b838b6f,The Boston Massacre,6,0.975,Critical,0.4,0.6,3,7,Violence; Violence; Emotional Safety,the soldiers turned their guns on the angry crowd and started shooting.,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-006: Cause and Effect; SKILL-COMP-008: Predictions; SKILL-KNOW-006: Historical Events; SKILL-KNOW-008: Cultures and Traditions,False,False,Needs Review,,,
ff8ea460-5d4c-11ee-9a22-0d070de0226d,Women Who Protected Their Country: Linda Bray,6,0.975,Critical,0.0,0.6,2,6,Violence; Age Appropriateness,exchanged gunfire with the enemy soldiers,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-006: Cause and Effect; SKILL-COMP-012: Theme; SKILL-KNOW-007: Historical Figures,False,False,Needs Review,,,
23413405-76f1-4f50-9d4f-d78ccdc38e40,The European Theater,8,0.975,Critical,0.3,0.7,2,7,Violence; Age Appropriateness,Approximately twenty five thousand people were killed.,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-005: Plot and Sequence; SKILL-COMP-006: Cause and Effect; SKILL-KNOW-006: Historical Events; SKILL-KNOW-007: Historical Figures; SKILL-VOCAB-001: Context Clues,False,False,Needs Review,,,
8d1667a0-f208-11ee-b2e7-3766a78407e3,Great White Sharks (Chapter Two),2,0.9,Critical,0.25,0.4,2,3,Violence; Age Appropriateness,The shark has caught its meal.,SKILL-KNOW-001: Animals; SKILL-KNOW-011: Science Concepts; SKILL-COMP-003: Character Analysis,False,False,Needs Review,,,
ab670860-35f5-11ee-abe2-4711d83de5cf,Sometimes I Feel Confused (Chapter Three),2,0.9,Critical,0.1,0.4,2,4,Emotional Safety; Emotional Safety,someone you love suddenly got very sick,SKILL-VOCAB-001: Context Clues; SKILL-COMP-009: Compare and Contrast; SKILL-VOCAB-006: Descriptive Language; SKILL-COMP-011: Point of View,False,False,Needs Review,,,
e88d81e9-7831-11ea-aee8-99e3c7faeed7,The Emperor Doll (Part 2),3,0.9,Critical,0.0,0.3,1,4,General Safety Review,,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-006: Cause and Effect; SKILL-COMP-008: Predictions,True,False,Needs Review,,,
f6d80330-d69e-11ea-8d69-17b02ce7318f,Surviving the Johnstown Flood (Part 3),3,0.9,Critical,0.05,0.4,2,6,Emotional Safety; Age Appropriateness,people were scared of disease,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-006: Cause and Effect; SKILL-COMP-005: Plot and Sequence; SKILL-KNOW-006: Historical Events; SKILL-VOCAB-001: Context Clues,False,False,Needs Review,,,
63612dd0-4cec-11ee-aca3-355f73a590b6,Sojourner Truth (Chapter Two),3,0.9,Critical,0.15,0.6,3,7,Emotional Safety; Age Appropriateness; Violence & Physical Harm,She was scared she would never see her children again.,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-006: Cause and Effect; SKILL-COMP-008: Predictions; SKILL-KNOW-001: Animals; SKILL-KNOW-006: Historical Events,False,False,Needs Review,,,
72e52b50-ddb3-11ee-9fcc-c9b474f9794a,Biographies: Alexander the Great (Chapter Two),3,0.9,Critical,0.05,0.4,2,5,Violence; Age Appropriateness,"he also caused many deaths, and the displacement of people.",SKILL-KNOW-007: Historical Figures; SKILL-KNOW-008: Cultures and Traditions; SKILL-COMP-003: Character Analysis; SKILL-COMP-004: Setting; SKILL-COMP-009: Compare and Contrast,False,False,Needs Review,,,
5eccf260-0977-11eb-8a99-238a1e6e21be,Black Bears,2,0.9,Critical,0.7,0.3,2,2,Physical Safety; Emotional Safety,This is dangerous for both the bears and humans.,SKILL-KNOW-001: Animals; SKILL-COMP-002: Key Details,False,False,Needs Review,,,
501ba911-2b10-4f33-823f-d476357dfaf7,The Expedition,3,0.9,Critical,0.45,0.4,2,6,Violence; Cultural Sensitivity,They also brought guns.,SKILL-KNOW-006: Historical Events; SKILL-KNOW-007: Historical Figures; SKILL-KNOW-001: Animals; SKILL-KNOW-002: Plants and Nature; SKILL-COMP-001: Main Idea; SKILL-COMP-004: Setting,False,False,Needs Review,,,
3074f190-63a8-11ee-9148-016a1f06fd80,Snow White Stories Around the World (Chapter Ten),2,0.9,Critical,0.05,0.6,2,7,Violence; Emotional Safety,the bird died. Rose bushes grew from the bird's blood.,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-005: Plot and Sequence; SKILL-COMP-006: Cause and Effect; SKILL-COMP-007: Making Inferences; SKILL-COMP-012: Theme,False,False,Needs Review,,,
32a667c0-f217-11ee-b2e7-3766a78407e3,Great White Sharks (Chapter Three),2,0.9,Critical,0.6,0.4,2,1,Violence; Emotional Safety,wait for it to die before eating it,SKILL-KNOW-001: Animals,False,False,Needs Review,,,
a77c64e1-d5ac-11ea-8a97-fdfeebb439f1,Knights Day (Part 3),4,0.75,High,0.1,0.4,1,6,Emotional Safety,"Delbert leaped into the water feet first, holding his nose. It wasn't until he found himself floundering helplessly that he remembered he couldn't swim either.",SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-005: Plot and Sequence; SKILL-COMP-006: Cause and Effect; SKILL-VOCAB-001: Context Clues; SKILL-VOCAB-006: Descriptive Language,False,False,Needs Review,,,
56535d30-2157-11ef-aee4-f3a5677b5cb1,The Story of the Star-Spangled Banner (Chapter Two),5,0.75,High,0.15,0.4,2,7,Violence; Age Appropriateness,the British guns targeted the flag and unleashed a relentless barrage,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-005: Plot and Sequence; SKILL-COMP-006: Cause and Effect; SKILL-COMP-007: Making Inferences; SKILL-COMP-012: Theme,False,False,Needs Review,,,
9858b6f3-0003-4fec-9f3c-12d0e066bfed,The Mound Builders,5,0.75,High,0.1,0.4,2,6,Violence; Age Appropriateness,many people died,SKILL-KNOW-008: Cultures and Traditions; SKILL-KNOW-003: Geography; SKILL-KNOW-006: Historical Events; SKILL-KNOW-010: Community and Society; SKILL-COMP-004: Setting; SKILL-COMP-005: Plot and Sequence,False,False,Needs Review,,,
21f2c980-3049-11ef-b4c9-251830e1f27e,How Robin Hood Met Little John (Chapter Four),5,0.75,High,0.0,0.4,1,7,General Safety Review,,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-006: Cause and Effect; SKILL-COMP-008: Predictions; SKILL-VOCAB-001: Context Clues; SKILL-KNOW-001: Animals,True,False,Needs Review,,,
cb8d1ae0-2f31-11ef-aee4-f3a5677b5cb1,How Robin Hood Met Little John (Chapter One),4,0.75,High,0.05,0.4,2,7,Violence; Violence,I'll teach you a lesson if you don't step aside and let me pass.,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-006: Cause and Effect; SKILL-COMP-012: Theme; SKILL-VOCAB-001: Context Clues; SKILL-VOCAB-003: Figurative Language,False,False,Needs Review,,,
e2d13ca0-95c6-11ed-9b73-7b3a66c46888,A New Kind of Chef (Chapter Three),4,0.75,High,0.05,0.4,2,5,Violence; Age Appropriateness,"eaten dead weasel, badger, hedgehog, skunk, squirrel, rabbit, rat, Labrador, cat, fox, mice, deer, and pigeons",SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-006: Cause and Effect; SKILL-VOCAB-001: Context Clues; SKILL-KNOW-001: Animals,False,False,Needs Review,,,
6a055525-2e6a-4960-b82d-4fa07d5e0850,Spanish Navigators,5,0.75,High,0.05,0.4,2,8,Cultural Sensitivity; Age Appropriateness,"plundered treasure, enslaved people",SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-006: Cause and Effect; SKILL-COMP-012: Theme; SKILL-KNOW-006: Historical Events; SKILL-KNOW-007: Historical Figures; SKILL-VOCAB-001: Context Clues,False,False,Needs Review,,,
3ee8b050-bfa5-11ee-8d3a-d17b627d52c1,The Steadfast Tin Soldier (Chapter Four),4,0.75,High,0.55,0.4,2,4,Violence; Frightening scenarios,the cook had cut him with a large knife,SKILL-COMP-003: Character Analysis; SKILL-COMP-006: Cause and Effect; SKILL-COMP-005: Plot and Sequence; SKILL-KNOW-001: Animals,False,False,Needs Review,,,
67cf6300-2f6d-11ef-aee4-f3a5677b5cb1,Helen Keller's Teacher (Chapter One),4,0.75,High,0.1,0.3,2,4,Emotional Safety; Age Appropriateness,"She lived in a dark, quiet world where she felt very alone.",SKILL-COMP-003: Character Analysis; SKILL-KNOW-010: Community and Society; SKILL-VOCAB-006: Descriptive Language; SKILL-FLUENCY-001: Sight Word Recognition,False,False,Needs Review,,,
65f3a050-6faa-11ea-b93f-0968ae0c60bd,A Battle of Manners (Part 2),4,0.75,High,0.0,0.4,2,6,Violence; Violence,considered eating the butler,SKILL-COMP-001: Main Idea; SKILL-COMP-003: Character Analysis; SKILL-COMP-005: Plot and Sequence; SKILL-COMP-006: Cause and Effect; SKILL-VOCAB-003: Figurative Language; SKILL-KNOW-010: Community and Society,False,False,Needs Review,,,
f0fe8180-6db6-11ed-b4b4-7ba5543f2221,Meet Sobek (Chapter 2),5,0.75,High,0.1,0.4,2,6,Violence; Age Appropriateness,the time of Ohsiris' death and resurrection. After the god Shawn had killed Ohsiris and scattered the pieces of his body,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-006: Cause and Effect; SKILL-KNOW-001: Animals; SKILL-KNOW-008: Cultures and Traditions,False,False,Needs Review,,,
fefab47e-9437-4f0e-bde3-b0f035834ed8,Where Did Everybody Go?,4,0.75,High,0.1,0.4,2,5,Age Appropriateness; Emotional Safety,signs that some people in this area did die from diseases.,SKILL-KNOW-006: Historical Events; SKILL-KNOW-008: Cultures and Traditions; SKILL-KNOW-010: Community and Society; SKILL-KNOW-007: Historical Figures; SKILL-KNOW-005: Earth Science,False,False,Needs Review,,,
e5a61a90-96a2-11ed-9122-9b2eaa9adc6f,The Gorilla (Chapter Three),6,0.65,High,0.0,0.4,2,8,Emotional Safety; Physical Safety,my mother yelled. And my mother rarely raised her voice.,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-005: Plot and Sequence; SKILL-COMP-006: Cause and Effect; SKILL-COMP-007: Making Inferences; SKILL-VOCAB-001: Context Clues; SKILL-KNOW-001: Animals,False,False,Needs Review,,,
571ca4c0-4b3c-11ee-a600-154f148e6c23,Women Who Ruled: Sheryl Sandberg,6,0.65,High,0.0,0.2,2,6,Age Appropriateness; Cultural Sensitivity,the clinic that treated her breast cancer,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-006: Cause and Effect; SKILL-COMP-012: Theme; SKILL-VOCAB-001: Context Clues,False,False,Needs Review,,,
776696e0-bec9-11ee-8d3a-d17b627d52c1,The Little Hero of Holland (Chapter Two),6,0.65,High,0.05,0.4,2,8,Emotional Safety; Violence & Physical Harm,faced a dangerous situation alone.,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-005: Plot and Sequence; SKILL-COMP-006: Cause and Effect; SKILL-COMP-007: Making Inferences; SKILL-COMP-012: Theme; SKILL-VOCAB-006: Descriptive Language,False,False,Needs Review,,,
4b321910-e4a3-11ed-b492-db8136a8e0a5,Inside the Academy Museum of Motion Pictures (Chapter Two),6,0.65,High,0.05,0.4,2,4,Cultural Sensitivity; Age Appropriateness,"the treatment of actors, actresses, and set workers has been unsettling",SKILL-COMP-004: Setting; SKILL-KNOW-006: Historical Events; SKILL-KNOW-008: Cultures and Traditions; SKILL-COMP-009: Compare and Contrast,False,False,Needs Review,,,
69eeb901-add5-4dea-ab3e-2740eb00f09d,The Paper Revolution: How Green Money Changed America Forever,8,0.65,High,0.3,0.4,3,4,Age Appropriateness; Age Appropriateness; Emotional Safety,The Civil War had been raging for nearly a year.,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-006: Cause and Effect; SKILL-KNOW-009: Government and Civics,False,False,Needs Review,,,
b3e81888-e455-4595-8b92-620ecaa31c51,160 Acres of Promise: The Homestead Act's Great Gamble,8,0.65,High,0.2,0.3,2,8,Emotional Safety; Cultural Sensitivity,"Harsh weather, crop failures, and isolation defeated many dreams.",SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-006: Cause and Effect; SKILL-COMP-012: Theme; SKILL-KNOW-001: Animals; SKILL-KNOW-010: Community and Society; SKILL-VOCAB-001: Context Clues,False,False,Needs Review,,,
64b34479-94a6-4b64-8693-5422208c1816,The Five Days That Changed History: When Barons Cornered a King,7,0.65,High,0.3,0.4,3,7,Violence; Violence; Age Appropriateness,watch his kingdom tear apart in civil war.,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-006: Cause and Effect; SKILL-COMP-012: Theme; SKILL-KNOW-006: Historical Events; SKILL-KNOW-009: Government and Civics,False,False,Needs Review,,,
1603b5b6-be8a-458c-a37a-e3de2df08117,An Agrarian Society,6,0.65,High,0.0,0.4,2,4,Age Appropriateness; Cultural Sensitivity,Life for enslaved workers was extremely difficult; you'll learn more about the institution of slavery and its effects in the next chapter.,SKILL-KNOW-010: Community and Society; SKILL-KNOW-006: Historical Events; SKILL-KNOW-008: Cultures and Traditions; SKILL-KNOW-001: Animals,False,False,Needs Review,,,
99f92cb0-4522-11ea-945b-a1dd16c030f5,Fall Fest at the Park,2,0.6,High,0.05,0.1,1,4,General Safety Review,,SKILL-COMP-005: Plot and Sequence; SKILL-KNOW-002: Plants and Nature; SKILL-KNOW-001: Animals; SKILL-COMP-004: Setting,True,False,Needs Review,,,
8b177210-67e6-11ea-8b63-17845dd27cab,Simple Gifts (part 2),3,0.6,High,0.0,0.1,1,5,General Safety Review,,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-006: Cause and Effect; SKILL-VOCAB-001: Context Clues; SKILL-VOCAB-006: Descriptive Language,True,False,Needs Review,,,
d6adce70-07a0-11ed-a180-b17beff2801b,Pet Time At School,1,0.5,Moderate,0.05,0.2,2,4,Emotional Safety; Cultural Sensitivity,Should Jill bring her snake to school?,SKILL-KNOW-001: Animals; SKILL-COMP-005: Plot and Sequence; SKILL-COMP-001: Main Idea; SKILL-COMP-006: Cause and Effect,False,False,Not Reviewed,,,
fdc0e5b2-d5ac-11ea-8a97-fdfeebb439f1,MVP (Part 3),3,0.45,Moderate,0.0,0.2,1,6,Violence,"Cole was on the floor holding his ankle, his face twisted with pain.",SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-005: Plot and Sequence; SKILL-COMP-006: Cause and Effect; SKILL-COMP-007: Making Inferences; SKILL-FLUENCY-001: Sight Word Recognition,False,False,Not Reviewed,,,
85e97ab0-0376-11ef-8b51-e75b0e5f06f1,Little Thumbelina (Chapter Two),3,0.45,Moderate,0.05,0.2,1,5,Violence,a little bird with a thorn in his foot,SKILL-COMP-001: Main Idea; SKILL-COMP-003: Character Analysis; SKILL-COMP-006: Cause and Effect; SKILL-COMP-008: Predictions; SKILL-VOCAB-001: Context Clues,False,False,Not Reviewed,,,
73346600-d66b-11ea-bbdf-fdfefe954d8b,The Skating Lesson (Part 2),2,0.45,Moderate,0.1,0.2,2,4,Emotional Safety; Emotional Safety,There's really nothing to be afraid of,SKILL-COMP-003: Character Analysis; SKILL-COMP-005: Plot and Sequence; SKILL-VOCAB-006: Descriptive Language; SKILL-FLUENCY-004: Phrasing,False,False,Not Reviewed,,,
